,date,clientId,clientName,clientType,productId,productName,productCategory,productPrice,saleType,saleAmount,saleDiscount
82,2024-01-01,514,John Doe,Individuals,476,Widget Deluxe,Gadgets,8234.672478702221,Direct sales,8777.265121357505,10%
83,2024-01-01,274,John Doe,Mixed,474,Widget Deluxe,Gadgets,12200.09131788478,Online sales,16944.0466997139,10%
84,2024-01-01,72,John Doe,Mixed,536,Widget Deluxe,Gadgets,20811.377255998137,Referral sales,8172.60350666737,10%
85,2024-01-01,990,John Doe,Individuals,425,Widget Deluxe,Gadgets,13793.149229711657,Referral sales,22062.41332528572,10%
86,2024-01-01,104,John Doe,Individuals,475,Widget Deluxe,Gadgets,15700.903167491693,Subscription sales,10199.321932023531,10%
87,2024-01-01,374,John Doe,Individuals,524,Widget Deluxe,Gadgets,9504.736943540403,Partner sales,7230.628356990657,10%
88,2024-01-01,334,John Doe,Individuals,570,Widget Deluxe,Gadgets,17416.75321575997,Direct sales,17078.197317053393,10%
89,2024-01-01,694,John Doe,Businesses,478,Widget Deluxe,Gadgets,16221.509802553726,Direct sales,11710.139641293898,10%
90,2024-01-01,187,John Doe,Non-profit,472,Widget Deluxe,Gadgets,9694.037690487025,Online sales,20596.330954828103,10%
91,2024-01-01,292,John Doe,Mixed,514,Widget Deluxe,Gadgets,13369.33775888784,Online sales,16527.537997885527,10%
92,2024-01-01,548,John Doe,Mixed,590,Widget Deluxe,Gadgets,15062.48987852105,Online sales,18754.241481687266,10%
93,2024-01-01,761,John Doe,Mixed,496,Widget Deluxe,Gadgets,13800.473353315074,Partner sales,13608.626803983261,10%
94,2024-01-01,735,John Doe,Individuals,410,Widget Deluxe,Gadgets,25592.803660443147,Online sales,8959.592466460374,10%
95,2024-01-01,466,John Doe,Mixed,429,Widget Deluxe,Gadgets,8728.818027558038,Partner sales,14395.110526986064,10%
96,2024-01-01,189,John Doe,Businesses,458,Widget Deluxe,Gadgets,17899.053926314475,Partner sales,20657.317697326835,10%
97,2024-01-01,672,John Doe,Businesses,435,Widget Deluxe,Gadgets,13891.306491207382,Online sales,5412.08818997701,10%
98,2024-01-01,817,John Doe,Individuals,533,Widget Deluxe,Gadgets,16076.230255137943,Referral sales,12549.907714475241,10%
99,2024-01-01,851,John Doe,Non-profit,492,Widget Deluxe,Gadgets,7699.7725810957345,Online sales,15915.61673979003,10%
100,2024-01-01,156,John Doe,Individuals,431,Widget Deluxe,Gadgets,17950.237250066402,Direct sales,19574.42238667974,10%
101,2024-01-01,651,John Doe,Individuals,528,Widget Deluxe,Gadgets,7741.962053798265,Subscription sales,9333.645075567556,10%
102,2024-01-01,910,John Doe,Mixed,588,Widget Deluxe,Gadgets,18803.229539280874,Partner sales,18407.04885886005,10%
103,2024-01-01,14,John Doe,Mixed,484,Widget Deluxe,Gadgets,14738.381734279288,Online sales,6582.652212687749,10%
104,2024-01-01,507,John Doe,Mixed,411,Widget Deluxe,Gadgets,14362.790535141148,Direct sales,14685.276051004697,10%
105,2024-01-01,707,John Doe,Individuals,473,Widget Deluxe,Gadgets,14602.247311835954,Online sales,18279.356662575974,10%
106,2024-01-01,994,John Doe,Businesses,523,Widget Deluxe,Gadgets,15704.520940626802,Partner sales,15430.279847585021,10%
107,2024-01-01,158,John Doe,Mixed,468,Widget Deluxe,Gadgets,14573.729990210266,Partner sales,10606.316696810452,10%
108,2024-01-01,863,John Doe,Individuals,507,Widget Deluxe,Gadgets,8052.797422017143,Subscription sales,15288.78207859444,10%
109,2024-01-01,789,John Doe,Businesses,495,Widget Deluxe,Gadgets,13498.604762805931,Referral sales,15451.190409442046,10%
110,2024-01-01,891,John Doe,Individuals,496,Widget Deluxe,Gadgets,14730.926024641201,Partner sales,18123.140835758146,10%
111,2024-01-01,213,John Doe,Mixed,459,Widget Deluxe,Gadgets,14159.931389869029,Direct sales,7487.296729943697,10%
112,2024-01-01,486,John Doe,Mixed,473,Widget Deluxe,Gadgets,15626.611838884892,Partner sales,14534.861526119073,10%
113,2024-01-01,833,John Doe,Businesses,381,Widget Deluxe,Gadgets,13105.29943753639,Online sales,16092.240433325576,10%
114,2024-01-01,722,John Doe,Mixed,582,Widget Deluxe,Gadgets,7049.446286915296,Referral sales,15397.886182364127,10%
115,2024-01-01,937,John Doe,Individuals,517,Widget Deluxe,Gadgets,5237.937131017252,Online sales,11615.884561644356,10%
116,2024-01-01,817,John Doe,Businesses,496,Widget Deluxe,Gadgets,9541.69459758406,Partner sales,21131.268446927537,10%
117,2024-01-01,613,John Doe,Individuals,465,Widget Deluxe,Gadgets,5742.447367748682,Subscription sales,3843.6854085707655,10%
118,2024-01-01,627,John Doe,Mixed,515,Widget Deluxe,Gadgets,14770.144930931698,Online sales,11464.771981106196,10%
119,2024-01-01,929,John Doe,Businesses,588,Widget Deluxe,Gadgets,14470.396882921159,Referral sales,9191.71470593796,10%
120,2024-01-01,731,John Doe,Businesses,439,Widget Deluxe,Gadgets,7089.986800128653,Subscription sales,16633.544765570725,10%
121,2024-01-01,455,John Doe,Businesses,520,Widget Deluxe,Gadgets,15866.35532793255,Online sales,8051.747110969093,10%
122,2024-01-01,267,John Doe,Individuals,542,Widget Deluxe,Gadgets,13562.58806678057,Direct sales,12146.191234992044,10%
123,2024-01-01,302,John Doe,Individuals,482,Widget Deluxe,Gadgets,14065.142443877914,Partner sales,17753.259704975986,10%
124,2024-01-01,222,John Doe,Mixed,462,Widget Deluxe,Gadgets,4527.406226743577,Partner sales,11082.338868262428,10%
125,2024-01-01,2,John Doe,Non-profit,517,Widget Deluxe,Gadgets,10915.473528105877,Online sales,10838.815639121696,10%
126,2024-01-01,624,John Doe,Individuals,542,Widget Deluxe,Gadgets,21562.739742991507,Referral sales,14217.806228759473,10%
127,2024-01-01,765,John Doe,Mixed,502,Widget Deluxe,Gadgets,14248.29176786923,Direct sales,15359.45602053085,10%
128,2024-01-01,194,John Doe,Mixed,581,Widget Deluxe,Gadgets,11611.655606212424,Subscription sales,11298.896037907736,10%
129,2024-01-01,547,John Doe,Individuals,554,Widget Deluxe,Gadgets,16117.308314431402,Direct sales,5372.907850536234,10%
130,2024-01-01,748,John Doe,Mixed,495,Widget Deluxe,Gadgets,14604.089195642653,Direct sales,21427.67467521451,10%
131,2024-01-01,975,John Doe,Mixed,538,Widget Deluxe,Gadgets,15461.176335768316,Online sales,6542.175285728293,10%
132,2024-01-01,610,John Doe,Individuals,440,Widget Deluxe,Gadgets,15687.717023902542,Direct sales,11849.676496762351,10%
133,2024-01-01,346,John Doe,Businesses,412,Widget Deluxe,Gadgets,10096.211604501905,Online sales,12686.55471207494,10%
134,2024-01-01,740,John Doe,Mixed,600,Widget Deluxe,Gadgets,14625.262723788655,Online sales,15876.940082099234,10%
135,2024-01-01,960,John Doe,Individuals,440,Widget Deluxe,Gadgets,10587.782799212819,Direct sales,16368.543420123819,10%
136,2024-01-01,600,John Doe,Individuals,411,Widget Deluxe,Gadgets,12104.831905283925,Referral sales,11175.051866034519,10%
137,2024-01-01,460,John Doe,Individuals,456,Widget Deluxe,Gadgets,14644.675606801315,Direct sales,14656.701782684015,10%
138,2024-01-01,827,John Doe,Individuals,464,Widget Deluxe,Gadgets,19149.365895957428,Partner sales,15630.723245898436,10%
139,2024-01-01,472,John Doe,Individuals,561,Widget Deluxe,Gadgets,19411.495841972795,Subscription sales,16243.726006012268,10%
140,2024-01-01,798,John Doe,Individuals,503,Widget Deluxe,Gadgets,10061.858895495834,Partner sales,10348.915940409814,10%
141,2024-01-01,430,John Doe,Individuals,466,Widget Deluxe,Gadgets,21160.49669121496,Online sales,7750.074045889519,10%
142,2024-01-01,212,John Doe,Non-profit,598,Widget Deluxe,Gadgets,8382.4031471665,Online sales,7047.881275493645,10%
143,2024-01-01,247,John Doe,Mixed,503,Widget Deluxe,Gadgets,10412.663552962807,Referral sales,12456.710320672082,10%
144,2024-01-01,907,John Doe,Mixed,547,Widget Deluxe,Gadgets,13215.47423146219,Partner sales,13919.427802757822,10%
145,2024-01-01,504,John Doe,Individuals,454,Widget Deluxe,Gadgets,15201.595113137666,Subscription sales,8501.23908382997,10%
146,2024-01-01,924,John Doe,Individuals,426,Widget Deluxe,Gadgets,14868.62944604052,Direct sales,18281.009455015694,10%
147,2024-01-01,258,John Doe,Individuals,600,Widget Deluxe,Gadgets,19233.269563618334,Direct sales,14779.622429833506,10%
148,2024-01-01,40,John Doe,Mixed,425,Widget Deluxe,Gadgets,17012.914330470725,Partner sales,2051.7689849556537,10%
149,2024-01-01,323,John Doe,Individuals,577,Widget Deluxe,Gadgets,7905.798169807397,Subscription sales,5781.585942357113,10%
150,2024-01-01,362,John Doe,Individuals,535,Widget Deluxe,Gadgets,14063.294329066393,Subscription sales,11962.920180251795,10%
151,2024-01-01,653,John Doe,Individuals,568,Widget Deluxe,Gadgets,12026.493914596313,Partner sales,17072.879106492997,10%
152,2024-01-01,471,John Doe,Businesses,487,Widget Deluxe,Gadgets,16915.15975011638,Direct sales,17558.806762759014,10%
153,2024-01-01,764,John Doe,Mixed,524,Widget Deluxe,Gadgets,12726.50719279969,Direct sales,15627.112564605199,10%
154,2024-01-01,260,John Doe,Businesses,460,Widget Deluxe,Gadgets,23060.475079406788,Subscription sales,7385.297511688462,10%
155,2024-01-01,522,John Doe,Individuals,414,Widget Deluxe,Gadgets,15568.798328863635,Direct sales,18986.94253172073,10%
156,2024-01-01,935,John Doe,Individuals,445,Widget Deluxe,Gadgets,10178.142558635845,Direct sales,14376.419833159578,10%
157,2024-01-01,336,John Doe,Businesses,432,Widget Deluxe,Gadgets,16288.08493843323,Direct sales,17980.29636224571,10%
158,2024-01-01,451,John Doe,Mixed,474,Widget Deluxe,Gadgets,15628.109586943565,Online sales,11549.93466131428,10%
159,2024-01-01,943,John Doe,Mixed,516,Widget Deluxe,Gadgets,14246.250324501361,Partner sales,13534.049262867937,10%
160,2024-01-01,924,John Doe,Mixed,470,Widget Deluxe,Gadgets,9515.549953535887,Online sales,12224.082980729683,10%
161,2024-01-01,122,John Doe,Mixed,441,Widget Deluxe,Gadgets,17197.110833015682,Partner sales,18698.67207712362,10%
162,2024-01-01,448,John Doe,Mixed,515,Widget Deluxe,Gadgets,13305.582426513127,Subscription sales,16156.569794354193,10%
163,2024-01-01,822,John Doe,Individuals,498,Widget Deluxe,Gadgets,14879.44120021231,Direct sales,10689.75228044169,10%
164,2024-01-01,675,John Doe,Businesses,425,Widget Deluxe,Gadgets,18875.162878903713,Online sales,14947.979617701701,10%
165,2024-01-01,729,John Doe,Businesses,477,Widget Deluxe,Gadgets,12472.402142066127,Partner sales,14163.864426267488,10%
166,2024-01-01,921,John Doe,Individuals,496,Widget Deluxe,Gadgets,13715.239825706714,Online sales,18412.450614595193,10%
167,2024-01-01,333,John Doe,Mixed,467,Widget Deluxe,Gadgets,21069.977409028208,Online sales,7540.745391955692,10%
168,2024-01-01,953,John Doe,Businesses,468,Widget Deluxe,Gadgets,10998.17663733914,Online sales,11935.059612276604,10%
169,2024-01-01,775,John Doe,Mixed,481,Widget Deluxe,Gadgets,25266.112718858494,Referral sales,24089.759328439468,10%
170,2024-01-01,306,John Doe,Individuals,477,Widget Deluxe,Gadgets,12442.271069107257,Direct sales,14189.744472835124,10%
171,2024-01-01,318,John Doe,Individuals,428,Widget Deluxe,Gadgets,12159.631807269632,Direct sales,14411.774737062646,10%
172,2024-01-01,709,John Doe,Businesses,461,Widget Deluxe,Gadgets,15504.407658288224,Direct sales,14719.84245217372,10%
173,2024-01-01,138,John Doe,Non-profit,517,Widget Deluxe,Gadgets,16993.890745584737,Direct sales,9709.088532465405,10%
174,2024-01-01,369,John Doe,Individuals,488,Widget Deluxe,Gadgets,11926.279328668497,Subscription sales,17051.07685031323,10%
175,2024-01-01,840,John Doe,Individuals,510,Widget Deluxe,Gadgets,8345.832480369028,Online sales,13688.31376123132,10%
176,2024-01-01,665,John Doe,Businesses,429,Widget Deluxe,Gadgets,13311.442392108998,Direct sales,11116.533272191318,10%
177,2024-01-01,455,John Doe,Individuals,517,Widget Deluxe,Gadgets,16045.427713850662,Partner sales,6914.280873822229,10%
178,2024-01-01,405,John Doe,Individuals,515,Widget Deluxe,Gadgets,6418.623188199469,Online sales,18551.59613754171,10%
179,2024-01-01,359,John Doe,Mixed,576,Widget Deluxe,Gadgets,11685.965667729899,Online sales,13385.762513884822,10%
180,2024-01-01,703,John Doe,Individuals,504,Widget Deluxe,Gadgets,13839.264702584638,Online sales,7496.645445441911,10%
181,2024-01-01,376,John Doe,Non-profit,516,Widget Deluxe,Gadgets,14099.015092695716,Subscription sales,8888.841938315938,10%
182,2024-01-01,892,John Doe,Individuals,452,Widget Deluxe,Gadgets,11901.811495212622,Direct sales,18937.87688930877,10%
183,2024-01-01,149,John Doe,Mixed,464,Widget Deluxe,Gadgets,4251.414198553597,Online sales,8512.195909913145,10%
184,2024-01-01,490,John Doe,Mixed,500,Widget Deluxe,Gadgets,10482.028368859792,Referral sales,12647.594520725228,10%
185,2024-01-01,108,John Doe,Individuals,524,Widget Deluxe,Gadgets,17994.28166015527,Partner sales,18221.285867904386,10%
186,2024-01-01,118,John Doe,Individuals,477,Widget Deluxe,Gadgets,11351.674390289005,Online sales,10003.616378311583,10%
187,2024-01-01,68,John Doe,Individuals,511,Widget Deluxe,Gadgets,14525.749333721753,Online sales,10344.970986573708,10%
188,2024-01-01,101,John Doe,Individuals,514,Widget Deluxe,Gadgets,10471.098310907571,Online sales,15084.703492639479,10%
189,2024-01-01,957,John Doe,Businesses,578,Widget Deluxe,Gadgets,10916.47795790275,Subscription sales,17163.02197362161,10%
190,2024-01-01,745,John Doe,Businesses,559,Widget Deluxe,Gadgets,8030.3742515025315,Referral sales,20649.045072300658,10%
191,2024-01-01,282,John Doe,Mixed,500,Widget Deluxe,Gadgets,14504.984639665945,Online sales,17922.88748547622,10%
192,2024-01-01,573,John Doe,Individuals,531,Widget Deluxe,Gadgets,18551.882464950373,Referral sales,15183.19081853886,10%
193,2024-01-01,819,John Doe,Individuals,483,Widget Deluxe,Gadgets,11866.057793805325,Direct sales,8177.250610278807,10%
194,2024-01-01,378,John Doe,Non-profit,493,Widget Deluxe,Gadgets,13732.532395351973,Online sales,16468.641059733556,10%
195,2024-01-01,270,John Doe,Individuals,511,Widget Deluxe,Gadgets,2466.881451546049,Direct sales,10921.71557141103,10%
196,2024-01-01,918,John Doe,Mixed,553,Widget Deluxe,Gadgets,13482.542561637836,Online sales,20340.44025328244,10%
197,2024-01-01,224,John Doe,Mixed,439,Widget Deluxe,Gadgets,19463.435428009845,Online sales,9650.039041390493,10%
198,2024-01-01,701,John Doe,Businesses,543,Widget Deluxe,Gadgets,8809.710143577897,Direct sales,21767.07444454759,10%
199,2024-01-01,210,John Doe,Individuals,347,Widget Deluxe,Gadgets,16085.919281430157,Online sales,4956.284137616645,10%
200,2024-01-01,776,John Doe,Mixed,486,Widget Deluxe,Gadgets,11741.724145349675,Online sales,12696.290447446934,10%
201,2024-01-01,923,John Doe,Businesses,554,Widget Deluxe,Gadgets,15326.313203124133,Online sales,24845.61814692236,10%
202,2024-01-01,405,John Doe,Mixed,423,Widget Deluxe,Gadgets,12387.91982095419,Direct sales,13463.496513372269,10%
203,2024-01-01,796,John Doe,Mixed,476,Widget Deluxe,Gadgets,10901.524163433876,Direct sales,6148.9799837009705,10%
204,2024-01-01,210,John Doe,Mixed,442,Widget Deluxe,Gadgets,18703.771634221128,Online sales,14688.340774812588,10%
205,2024-01-01,500,John Doe,Businesses,549,Widget Deluxe,Gadgets,10156.327962592564,Partner sales,8744.32856854417,10%
206,2024-01-01,676,John Doe,Individuals,547,Widget Deluxe,Gadgets,11842.3338974219,Online sales,12668.39797495906,10%
207,2024-01-01,525,John Doe,Mixed,535,Widget Deluxe,Gadgets,9907.84041138002,Direct sales,5285.222970356925,10%
208,2024-01-01,315,John Doe,Individuals,369,Widget Deluxe,Gadgets,15800.499143281239,Direct sales,13278.904295133252,10%
209,2024-01-01,84,John Doe,Mixed,497,Widget Deluxe,Gadgets,19415.249912539028,Online sales,14246.954367290558,10%
210,2024-01-01,249,John Doe,Individuals,538,Widget Deluxe,Gadgets,9434.972000944283,Online sales,28500.929108005068,10%
211,2024-01-01,801,John Doe,Individuals,536,Widget Deluxe,Gadgets,13807.207481791014,Referral sales,20486.922790606037,10%
212,2024-01-01,306,John Doe,Individuals,537,Widget Deluxe,Gadgets,7141.843448952384,Direct sales,16580.42711892223,10%
213,2024-01-01,374,John Doe,Individuals,635,Widget Deluxe,Gadgets,17813.402910658107,Direct sales,6245.14214350283,10%
214,2024-01-01,971,John Doe,Individuals,439,Widget Deluxe,Gadgets,9843.494550482537,Online sales,6319.617593388709,10%
215,2024-01-01,749,John Doe,Mixed,515,Widget Deluxe,Gadgets,15487.125066557242,Referral sales,6157.715811043079,10%
216,2024-01-01,876,John Doe,Non-profit,586,Widget Deluxe,Gadgets,12085.421257906066,Referral sales,15344.556051286714,10%
217,2024-01-01,474,John Doe,Individuals,405,Widget Deluxe,Gadgets,18404.285515534262,Online sales,23199.125867573322,10%
218,2024-01-01,588,John Doe,Individuals,424,Widget Deluxe,Gadgets,14290.312738101871,Direct sales,13691.767680632145,10%
219,2024-01-01,341,John Doe,Mixed,457,Widget Deluxe,Gadgets,14598.519319893208,Online sales,22053.365266168934,10%
220,2024-01-01,697,John Doe,Individuals,437,Widget Deluxe,Gadgets,19100.14179506407,Partner sales,5976.631051445322,10%
